Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2,ConversionUSD
India,Male,38,Employed full-time,Technology,Master's degree,Computer Science,2500000,INR,Data Analyst,Fine,Python,No,26-50% of projects,6,6,0.0154
Poland,Male,32,Employed full-time,Government,Master's degree,Mathematics or statistics,84000,PLN,Programmer,Fine,Python,Yes,10-25% of projects,7,7,0.2656
India,Male,23,Employed full-time,Technology,Master's degree,I never declared a major,900000,INR,Machine Learning Engineer,Fine,Matlab,No,Less than 10% of projects,7,7,0.0154
France,Male,33,Employed full-time,Internet-based,Master's degree,"Information technology, networking, or system administration",55000,EUR,Software Developer/Software Engineer,Fine,Haskell,No,10-25% of projects,3,3,1.1304
India,Male,28,Employed full-time,Manufacturing,Bachelor's degree,Computer Science,500000,INR,Data Analyst,Fine,Python,Sort of (Explain more),10-25% of projects,6,6,0.0154
People 's Republic of China,Male,30,Employed full-time,Telecommunications,Bachelor's degree,Computer Science,8000,CNY,Data Miner,Fine,R,No,26-50% of projects,7,7,0.148
United Kingdom,Male,27,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,63000,GBP,Data Analyst,Fine,Python,No,51-75% of projects,9,9,1.289
Italy,Male,31,Employed full-time,Financial,Master's degree,Physics,55000,EUR,Predictive Modeler,Fine,R,Sort of (Explain more),10-25% of projects,8,8,1.1304
Russia,Female,22,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,450000,RUB,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,7,7,0.0172
Pakistan,Male,41,Employed full-time,Academic,Doctoral degree,Electrical Engineering,100000,PKR,Researcher,Fine,Python,Sort of (Explain more),76-99% of projects,3,3,0.0095
Australia,Male,23,Employed full-time,Other,Master's degree,Computer Science,100000,AUD,Data Analyst,Fine,R,Yes,26-50% of projects,10 - Highly Satisfied,10,0.7669
United Kingdom,Female,34,Employed full-time,Financial,Doctoral degree,Physics,85000,GBP,Researcher,Fine,Python,Sort of (Explain more),76-99% of projects,8,8,1.289
Poland,Male,26,Employed full-time,CRM/Marketing,Master's degree,Computer Science,6500,PLN,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),Less than 10% of projects,6,6,0.2656
India,Male,23,Employed full-time,Internet-based,Bachelor's degree,Electrical Engineering,1400000,INR,Machine Learning Engineer,Perfectly,R,No,Less than 10% of projects,8,8,0.0154
India,Male,33,Employed full-time,Academic,Master's degree,Physics,170000,INR,Researcher,Fine,Python,Yes,100% of projects,6,6,0.0154
Russia,Male,70,Employed full-time,Internet-based,Doctoral degree,Mathematics or statistics,14000,USD,Data Analyst,Fine,Python,Yes,Less than 10% of projects,6,6,1
Russia,Male,30,Employed full-time,Mix of fields,Bachelor's degree,"Information technology, networking, or system administration",90000,RUB,Computer Scientist,Fine,R,Yes,10-25% of projects,7,7,0.0172
Spain,Male,38,Employed full-time,Government,Master's degree,Computer Science,50000,EUR,DBA/Database Engineer,Fine,Python,Yes,51-75% of projects,4,4,1.1304
United Kingdom,Male,28,Employed full-time,Technology,Bachelor's degree,A social science,110000,GBP,Engineer,Poorly,Python,No,76-99% of projects,8,8,1.289
Italy,Male,26,Employed full-time,Academic,Master's degree,Biology,15000,EUR,Data Miner,Poorly,Python,No,76-99% of projects,5,5,1.1304
Other,Male,27,Employed full-time,Academic,Doctoral degree,Computer Science,20000,EUR,Researcher,Fine,Python,Yes,100% of projects,8,8,1.1304
Israel,Male,28,Employed full-time,Academic,Doctoral degree,Computer Science,30000,USD,Scientist/Researcher,Perfectly,Python,Yes,51-75% of projects,10 - Highly Satisfied,10,1
United Kingdom,Male,26,Employed full-time,Mix of fields,Doctoral degree,Mathematics or statistics,240000,USD,Scientist/Researcher,Perfectly,Python,Yes,None,10 - Highly Satisfied,10,1
United States,Male,40,Employed part-time,Other,Bachelor's degree,Other,5000,USD,Software Developer/Software Engineer,Fine,C/C++/C#,Sort of (Explain more),26-50% of projects,6,6,1
United Kingdom,Male,42,"Independent contractor, freelancer, or self-employed",Retail,Bachelor's degree,A humanities discipline,42000,GBP,DBA/Database Engineer,Fine,SQL,Sort of (Explain more),76-99% of projects,7,7,1.289
Japan,Male,41,Employed full-time,Mix of fields,Doctoral degree,Computer Science,5000000,JPY,Machine Learning Engineer,Fine,Python,No,Less than 10% of projects,7,7,0.0089
United States,Male,49,Employed full-time,Technology,Master's degree,Electrical Engineering,125000,USD,Predictive Modeler,Fine,R,No,51-75% of projects,8,8,1
United Kingdom,Male,49,Employed full-time,Academic,Doctoral degree,A social science,110000,GBP,Researcher,Fine,R,Yes,76-99% of projects,5,5,1.289
India,Female,22,Employed full-time,Technology,Bachelor's degree,Computer Science,950000,INR,Machine Learning Engineer,Perfectly,Python,No,10-25% of projects,9,9,0.0154
United Kingdom,Male,31,Employed full-time,Academic,Doctoral degree,A social science,40000,GBP,Researcher,Fine,Python,Yes,51-75% of projects,8,8,1.289
India,Female,23,Employed full-time,Pharmaceutical,Bachelor's degree,Electrical Engineering,1000000,INR,Data Analyst,Perfectly,Python,No,26-50% of projects,2,2,0.0154
France,Male,40,Employed full-time,Technology,Doctoral degree,Electrical Engineering,40000,USD,Other,Fine,Python,Sort of (Explain more),Less than 10% of projects,4,4,1
Ukraine,Female,23,Employed full-time,Telecommunications,Bachelor's degree,Mathematics or statistics,14400,USD,Data Analyst,Fine,Python,Yes,100% of projects,8,8,1
United Kingdom,Male,36,Employed full-time,Academic,Doctoral degree,Biology,40500,GBP,Scientist/Researcher,Perfectly,R,Sort of (Explain more),100% of projects,8,8,1.289
India,Male,22,Employed full-time,Financial,Bachelor's degree,Computer Science,750000,INR,Software Developer/Software Engineer,Fine,R,No,51-75% of projects,4,4,0.0154
Italy,Male,41,Employed full-time,Financial,Doctoral degree,Physics,80000,EUR,Predictive Modeler,Poorly,Python,Yes,Less than 10% of projects,6,6,1.1304
South Africa,Male,32,Employed full-time,Financial,Master's degree,Physics,1100000,ZAR,Predictive Modeler,Fine,R,Yes,76-99% of projects,4,4,0.0753
Russia,Male,28,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",1300000,RUB,Data Analyst,Poorly,Other,No,26-50% of projects,9,9,0.0172
Russia,Male,38,Employed full-time,Financial,Doctoral degree,Physics,1680000,RUB,Scientist/Researcher,Fine,Python,Yes,51-75% of projects,8,8,0.0172
United States,Male,41,Employed full-time,Internet-based,Doctoral degree,Physics,175000,USD,Software Developer/Software Engineer,Poorly,Python,No,Less than 10% of projects,1 - Highly Dissatisfied,1,1
United Kingdom,Male,32,Employed full-time,Internet-based,Master's degree,Computer Science,38500,GBP,Data Miner,Perfectly,Python,Yes,Less than 10% of projects,10 - Highly Satisfied,10,1.289
Netherlands,Female,38,"Independent contractor, freelancer, or self-employed",Internet-based,Some college/university study without earning a bachelor's degree,Management information systems,20000,EUR,Software Developer/Software Engineer,Fine,R,Sort of (Explain more),76-99% of projects,5,5,1.1304
Germany,Male,32,Employed full-time,Academic,Master's degree,Computer Science,20000,EUR,Scientist/Researcher,Perfectly,Matlab,Sort of (Explain more),51-75% of projects,8,8,1.1304
India,Male,26,Employed full-time,Financial,Master's degree,Computer Science,1000000,INR,Business Analyst,Perfectly,R,Sort of (Explain more),26-50% of projects,6,6,0.0154
Germany,Male,34,Employed full-time,Academic,Master's degree,Management information systems,60000,EUR,Scientist/Researcher,Fine,Julia,Yes,51-75% of projects,8,8,1.1304
Italy,Male,25,Employed full-time,Financial,Master's degree,Engineering (non-computer focused),25000,EUR,Business Analyst,Fine,R,Yes,51-75% of projects,6,6,1.1304
Ireland,Male,31,Employed full-time,Non-profit,Bachelor's degree,Computer Science,40000,EUR,Other,Fine,Python,No,100% of projects,1 - Highly Dissatisfied,1,1.1304
Spain,Male,31,Employed full-time,Academic,Master's degree,Other,16000,EUR,Scientist/Researcher,Perfectly,R,Sort of (Explain more),100% of projects,4,4,1.1304
United States,Male,58,"Independent contractor, freelancer, or self-employed",Government,Doctoral degree,Other,200000,USD,Predictive Modeler,Fine,Other,Yes,100% of projects,10 - Highly Satisfied,10,1
Singapore,Male,38,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),60000,SGD,Software Developer/Software Engineer,Fine,Python,No,None,8,8,0.7245
Spain,A different identity,30,Employed full-time,Financial,Master's degree,Other,45000,EUR,Predictive Modeler,Fine,Matlab,No,10-25% of projects,7,7,1.1304
Other,Male,38,Employed full-time,CRM/Marketing,Doctoral degree,Computer Science,48000,EUR,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,6,6,1.1304
Netherlands,Male,47,Employed full-time,Academic,Master's degree,Management information systems,70000,EUR,Scientist/Researcher,Fine,R,Sort of (Explain more),76-99% of projects,10 - Highly Satisfied,10,1.1304
Other,Male,30,Employed full-time,Academic,Doctoral degree,Computer Science,20000,EUR,Scientist/Researcher,Fine,Python,Yes,51-75% of projects,8,8,1.1304
India,Male,29,Employed full-time,Technology,Bachelor's degree,Computer Science,9000000,INR,Software Developer/Software Engineer,Perfectly,Python,No,10-25% of projects,7,7,0.0154
Germany,Male,31,Employed full-time,Government,Doctoral degree,Other,50000,EUR,Scientist/Researcher,Perfectly,R,Yes,100% of projects,4,4,1.1304
Ireland,Male,35,Employed full-time,Academic,Master's degree,"Information technology, networking, or system administration",18000,EUR,Computer Scientist,Fine,Python,Yes,10-25% of projects,7,7,1.1304
Pakistan,Male,32,"Independent contractor, freelancer, or self-employed",Mix of fields,Some college/university study without earning a bachelor's degree,Psychology,6000,USD,Software Developer/Software Engineer,Fine,R,No,76-99% of projects,9,9,1
Germany,Male,26,Employed part-time,Technology,Bachelor's degree,Computer Science,5400,EUR,Machine Learning Engineer,Fine,Python,Yes,51-75% of projects,7,7,1.1304
Canada,Male,39,Employed full-time,Technology,Master's degree,Computer Science,90000,CAD,Software Developer/Software Engineer,Perfectly,R,Yes,26-50% of projects,5,5,0.7713
India,Male,31,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",1900000,INR,Other,Fine,R,No,Less than 10% of projects,1 - Highly Dissatisfied,1,0.0154
Greece,Male,41,Employed full-time,Hospitality/Entertainment/Sports,Doctoral degree,Computer Science,80000,GBP,Machine Learning Engineer,Fine,Python,No,26-50% of projects,10 - Highly Satisfied,10,1.289
Poland,Male,30,Employed full-time,CRM/Marketing,Master's degree,Mathematics or statistics,66000,PLN,Business Analyst,Fine,R,Yes,100% of projects,8,8,0.2656
Netherlands,A different identity,32,Employed full-time,Academic,Master's degree,Other,50000,EUR,Software Developer/Software Engineer,Fine,Python,No,100% of projects,3,3,1.1304
India,Male,30,Employed full-time,Technology,Doctoral degree,Other,1400000,INR,Other,Perfectly,Python,Yes,76-99% of projects,7,7,0.0154
South Africa,Male,31,Employed full-time,Technology,Master's degree,Computer Science,70000,ZAR,Software Developer/Software Engineer,Fine,Python,Yes,100% of projects,8,8,0.0753
India,Male,31,Employed full-time,Technology,Master's degree,Mathematics or statistics,1300000,INR,Business Analyst,Poorly,R,Sort of (Explain more),10-25% of projects,4,4,0.0154
South Africa,Male,43,Employed full-time,Academic,Doctoral degree,A health science,625000,ZAR,Scientist/Researcher,Fine,R,No,100% of projects,6,6,0.0753
Russia,Male,30,Employed full-time,Other,Doctoral degree,Other,850000,RUB,Other,Fine,Python,Sort of (Explain more),10-25% of projects,8,8,0.0172
Other,Male,30,"Independent contractor, freelancer, or self-employed",Other,Master's degree,Computer Science,35000,EUR,Machine Learning Engineer,Poorly,Python,Sort of (Explain more),10-25% of projects,6,6,1.1304
Germany,Female,32,Employed full-time,Academic,Master's degree,Computer Science,47000,EUR,Scientist/Researcher,Fine,Julia,Yes,26-50% of projects,1 - Highly Dissatisfied,1,1.1304
Denmark,Male,32,Employed full-time,Pharmaceutical,Doctoral degree,Other,45000,EUR,Scientist/Researcher,Perfectly,R,Yes,51-75% of projects,9,9,1.1304
Netherlands,Male,27,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,25000,EUR,Data Analyst,Fine,Python,No,51-75% of projects,7,7,1.1304
South Africa,Male,47,Employed full-time,Hospitality/Entertainment/Sports,Some college/university study without earning a bachelor's degree,Mathematics or statistics,650000,ZAR,Data Analyst,Fine,SQL,Sort of (Explain more),51-75% of projects,8,8,0.0753
People 's Republic of China,Male,27,Employed full-time,Internet-based,Bachelor's degree,Computer Science,9999999,USD,Software Developer/Software Engineer,Fine,Python,Yes,Less than 10% of projects,7,7,1
Japan,Male,38,Employed full-time,Academic,Doctoral degree,Physics,6000000,JPY,Researcher,Perfectly,Python,Yes,Less than 10% of projects,7,7,0.0089
Belgium,Male,40,Employed full-time,Other,Master's degree,Computer Science,59000,EUR,Computer Scientist,Poorly,R,No,26-50% of projects,8,8,1.1304
Spain,Male,48,Employed full-time,Mix of fields,Master's degree,Computer Science,70000,EUR,Software Developer/Software Engineer,Poorly,Python,No,None,3,3,1.1304
Germany,Female,55,Employed full-time,Academic,Master's degree,Other,35000,EUR,Other,Poorly,R,Sort of (Explain more),100% of projects,10 - Highly Satisfied,10,1.1304
United States,Male,58,Employed full-time,Financial,Master's degree,A humanities discipline,150000,USD,Data Analyst,Fine,Other,No,Less than 10% of projects,9,9,1
Germany,Female,26,Employed part-time,Academic,Master's degree,Mathematics or statistics,15600,EUR,Statistician,Perfectly,R,Yes,Less than 10% of projects,7,7,1.1304
United Kingdom,Male,39,Employed full-time,Academic,Doctoral degree,A health science,39000,GBP,Scientist/Researcher,Fine,R,Sort of (Explain more),76-99% of projects,4,4,1.289
Taiwan,Male,25,Employed full-time,Manufacturing,Bachelor's degree,Electrical Engineering,20000,USD,Engineer,Fine,Python,Yes,51-75% of projects,6,6,1
United States,Male,39,Employed full-time,Telecommunications,Bachelor's degree,Other,64000,USD,Data Analyst,Fine,SQL,No,51-75% of projects,10 - Highly Satisfied,10,1
Portugal,Male,31,Employed full-time,Academic,Master's degree,Computer Science,11760,EUR,Computer Scientist,Fine,Python,Yes,51-75% of projects,8,8,1.1304
United States,Male,40,Employed full-time,Manufacturing,Some college/university study without earning a bachelor's degree,Other,60000,USD,Data Analyst,Poorly,Python,Yes,26-50% of projects,5,5,1
Other,Male,26,Employed full-time,Other,Some college/university study without earning a bachelor's degree,Electrical Engineering,18000,USD,Data Analyst,Fine,Python,Yes,51-75% of projects,9,9,1
Brazil,Male,38,Employed full-time,Academic,Doctoral degree,Computer Science,150000,BRL,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),51-75% of projects,7,7,0.3134
Spain,Male,29,Employed full-time,Mix of fields,Master's degree,Engineering (non-computer focused),60000,EUR,Operations Research Practitioner,Poorly,R,Yes,10-25% of projects,8,8,1.1304
Netherlands,Male,34,Employed full-time,Other,Doctoral degree,Physics,45000,EUR,Scientist/Researcher,Fine,Python,Sort of (Explain more),10-25% of projects,8,8,1.1304
Germany,Male,30,Employed full-time,Mix of fields,Doctoral degree,Physics,85000,EUR,Machine Learning Engineer,Fine,Python,Sort of (Explain more),26-50% of projects,7,7,1.1304
United Kingdom,Male,25,Employed full-time,Non-profit,Bachelor's degree,Mathematics or statistics,32650,GBP,Data Analyst,Fine,R,Yes,76-99% of projects,6,6,1.289
Taiwan,Male,33,Employed full-time,Other,Master's degree,Computer Science,65000,USD,Machine Learning Engineer,Fine,Python,No,51-75% of projects,9,9,1
